house_type,state_name,mp_name,constituency_name,ida_name,city_name,block_name,village_name,location_type,work_status,dataset_source,recommended_date,allocated_amount,available_limit,expenditure_amt,actual_end_date,letter_no,is_completed,is_ongoing,is_unsanctioned,internal_key,project_id,expenditure_ratio,cost_variance_pct,project_age_days,days_to_complete,is_overdue,is_stalled,district_median_amount,district_mean_amount,district_std_amount,district_project_count,amount_vs_district_pct,state_median_amount,state_mean_amount,state_std_amount,amount_vs_state_pct,mp_median_amount,mp_project_count,constituency_project_count,risk_flags,financial_risk_score,delay_risk_score,expenditure_risk_score,allocated_amount_log,ml_anomaly_score,peer_deviation_score,duplicate_risk_score,overall_risk_score,risk_band,model_version,rules_version,scored_at
LOK,MADHYA PRADESH,MP MANDSOUR 2,MANDSOUR,MANDSO DISTRICT AUTHORITY,MANDS CITY,,,Urban,ONGOING,On_Going,2025-11-12,4166359.72,451973.73,2158172.68,,LTR/MAD/14784/2024,False,True,False,LOK|MADHYA PRADESH|MANDSOUR|MP MANDSOUR 2|2025-11-12|4166360,4791,0.517999602780338,-48.200039721966206,294,,False,False,3230024.49,2694153.0772727276,1625809.590744707,11,28.988487019180464,2848915.535,3223814.1172865853,4269909.788665431,46.24370813436559,2995317.14,5,11,[],0.0,0.0,0.0,15.24255348370851,7.71,4.2,0.0,1.19,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,BIHAR,MP GOPALGAN 1,GOPALGANJ,GOPALG DISTRICT AUTHORITY,,GOPAL BLOCK,VILLAGE 72,Rural,SANCTIONED,On_Going,2025-01-19,3908259.0,977408.9,1009162.37,,LTR/BIH/34150/2024,False,True,False,LOK|BIHAR|GOPALGANJ|MP GOPALGAN 1|2025-01-19|3908259,4792,0.25821276686115224,-74.17872331388477,591,,True,False,3758546.52,3293360.8759999997,1300776.105417268,5,3.9832546757995155,2937949.88,3258337.472611684,4287860.567586842,33.0267417632053,4120300.32,2,5,"[{'rule_id': 'R003', 'rule_name': 'Overdue Ongoing Project', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 30, 'justification': 'Ongoing project older than 365 days. Projects are expected to complete within ~365 days per MPLADS scheme guidelines.', 'evidence': {'project_age_days': 591, 'recommended_date': '2025-01-19', 'expected_completion_days': 365, 'days_overdue': 226}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,30.0,0.0,15.178602820126248,16.0,1.82,0.0,7.78,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,ODISHA,MP PURI 3,PURI,PURI DISTRICT AUTHORITY,,PURI BLOCK,VILLAGE 429,Rural,ONGOING,On_Going,2025-02-07,4274842.54,421438.41,1644161.15,,LTR/ODI/23742/2024,False,True,False,LOK|ODISHA|PURI|MP PURI 3|2025-02-07|4274843,4793,0.3846132657789075,-61.538673422109255,572,,True,False,2768340.015,2438454.675,1611518.3247337658,8,54.4189845480379,2633314.865,3349250.5269407895,5336475.314123972,62.33693117438881,4029594.275,2,8,"[{'rule_id': 'R003', 'rule_name': 'Overdue Ongoing Project', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 30, 'justification': 'Ongoing project older than 365 days. Projects are expected to complete within ~365 days per MPLADS scheme guidelines.', 'evidence': {'project_age_days': 572, 'recommended_date': '2025-02-07', 'expected_completion_days': 365, 'days_overdue': 207}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,30.0,0.0,15.268258060852835,16.33,6.74,0.0,8.31,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,ANDHRA PRADESH,MP RAJAMPET 1,RAJAMPET,RAJAMP DISTRICT AUTHORITY,,RAJAM BLOCK,VILLAGE 277,Rural,ONGOING,On_Going,2023-04-30,651675.16,4410.33,293504.4,,LTR/AND/83823/2024,False,True,False,LOK|ANDHRA PRADESH|RAJAMPET|MP RAJAMPET 1|2023-04-30|651675,4794,0.4503845136586148,-54.96154863413851,1221,,True,True,2768531.97,2495740.2623076923,1973280.7184761656,13,-76.46134604687262,2474184.48,3145127.080660066,5037652.253546427,-73.66101172859996,2446513.295,6,13,"[{'rule_id': 'R002', 'rule_name': 'Very Old Incomplete Project', 'detection_type': 'RULE', 'severity': 'HIGH', 'score_contribution': 55, 'justification': 'Project recommended 730+ days ago and not yet completed. MPLADS guidelines require works to be completed within a reasonable timeframe.', 'evidence': {'project_age_days': 1221, 'recommended_date': '2023-04-30', 'work_status': 'ONGOING', 'days_over_threshold': 491}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}, {'rule_id': 'R003', 'rule_name': 'Overdue Ongoing Project', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 30, 'justification': 'Ongoing project older than 365 days. Projects are expected to complete within ~365 days per MPLADS scheme guidelines.', 'evidence': {'project_age_days': 1221, 'recommended_date': '2023-04-30', 'expected_completion_days': 365, 'days_overdue': 856}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}, {'rule_id': 'R009', 'rule_name': 'Potential Duplicate Work', 'detection_type': 'RULE', 'severity': 'HIGH', 'score_contribution': 50, 'justification': 'Similar project detected in same constituency with close location and amount. NOTE: Similarity based on location+amount only (no work descriptions available). Requires human verification.', 'evidence': {'similar_project_id': 1230, 'similarity_score': 1.0, 'match_factors': {'same_state': True, 'same_constituency': True, 'same_mp': False, 'same_ida': True, 'same_location_type': True, 'amount_within_15pct': True, 'dates_within_180_days': False, 'note': 'Similarity based on location+amount only (no work descriptions available in public API)'}, 'note': 'Similarity detection based on location+amount only. Work descriptions not available in public API. Human verification required.'}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,55.0,0.0,13.38730303040232,22.49,8.81,100.0,29.13,MODERATE,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,KARNATAKA,MP BANGALOR 3,BANGALORE NORTH,BANGAL DISTRICT AUTHORITY,,BANGA BLOCK,VILLAGE 718,Rural,ONGOING,On_Going,2026-04-21,1257708.29,351568.78,686149.56,,LTR/KAR/24347/2024,False,True,False,LOK|KARNATAKA|BANGALORE NORTH|MP BANGALOR 3|2026-04-21|1257708,4795,0.5455554085598021,-45.444459144019795,134,,False,False,2665407.75,2539662.788139535,1629054.864428546,43,-52.813662750098935,2743644.885,3180741.670120482,4817282.744761165,-54.1592172924376,3268350.38,9,16,[],0.0,0.0,0.0,14.044802600507133,20.9,6.24,0.0,2.71,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,BIHAR,MP VAISHALI 2,VAISHALI,VAISHA DISTRICT AUTHORITY,,VAISH BLOCK,VILLAGE 499,Rural,SANCTIONED,On_Going,2025-08-21,3570808.61,924758.81,1308027.05,,LTR/BIH/19835/2024,False,True,False,LOK|BIHAR|VAISHALI|MP VAISHALI 2|2025-08-21|3570809,4796,0.3663111616615039,-63.3688838338496,377,,True,False,3397631.16,3227370.8172727274,1702891.7279140726,11,5.0970055855032745,2937949.88,3258337.472611684,4287860.567586842,21.540827987167706,2638221.785,2,11,"[{'rule_id': 'R003', 'rule_name': 'Overdue Ongoing Project', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 30, 'justification': 'Ongoing project older than 365 days. Projects are expected to complete within ~365 days per MPLADS scheme guidelines.', 'evidence': {'project_age_days': 377, 'recommended_date': '2025-08-21', 'expected_completion_days': 365, 'days_overdue': 12}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,30.0,0.0,15.088302909557386,13.34,1.37,0.0,7.47,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,RAJASTHAN,MP GANGANAG 3,GANGANAGAR,GANGAN DISTRICT AUTHORITY,,GANGA BLOCK,VILLAGE 461,Rural,ONGOING,On_Going,2025-12-08,4558188.34,831617.07,1263707.66,,LTR/RAJ/51479/2024,False,True,False,LOK|RAJASTHAN|GANGANAGAR|MP GANGANAG 3|2025-12-08|4558188,4797,0.27723901816659025,-72.27609818334096,268,,False,False,3762209.7,3232869.31,1277613.2705766654,15,21.15721088061624,2826776.4850000003,3186668.4361034483,3962379.1840553363,61.25039826061802,3858878.135,8,15,[],0.0,0.0,0.0,15.332436028074186,20.09,4.35,0.0,2.44,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,TELANGANA,MP MAHBUBNA 2,MAHBUBNAGAR,MAHBUB DISTRICT AUTHORITY,MAHBU CITY,,,Urban,ONGOING,On_Going,2026-07-03,2571038.84,481130.04,1306458.41,,LTR/TEL/42191/2024,False,True,False,LOK|TELANGANA|MAHBUBNAGAR|MP MAHBUBNA 2|2026-07-03|2571039,4798,0.5081441749048022,-49.18558250951977,61,,False,False,2833328.17,2651526.8847826086,1855511.6438626752,23,-9.25728734063305,2897779.35,3172095.9392880257,4146196.7467793496,-11.27554829183251,3022726.38,8,23,[],0.0,0.0,0.0,14.759820982043951,18.35,1.18,0.0,1.95,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,KERALA,MP THRISSUR 3,THRISSUR,THRISS DISTRICT AUTHORITY,,THRIS BLOCK,VILLAGE 824,Rural,ONGOING,On_Going,2023-06-01,4169315.84,144053.67,1510659.02,,LTR/KER/19869/2024,False,True,False,LOK|KERALA|THRISSUR|MP THRISSUR 3|2023-06-01|4169316,4799,0.3623277962074469,-63.76722037925532,1189,,True,True,2852935.01,2699655.7191666667,1523037.5876316058,12,46.141283463726715,2616637.24,3351155.517359736,5228045.147718425,59.33870298352857,3606684.38,7,12,"[{'rule_id': 'R002', 'rule_name': 'Very Old Incomplete Project', 'detection_type': 'RULE', 'severity': 'HIGH', 'score_contribution': 55, 'justification': 'Project recommended 730+ days ago and not yet completed. MPLADS guidelines require works to be completed within a reasonable timeframe.', 'evidence': {'project_age_days': 1189, 'recommended_date': '2023-06-01', 'work_status': 'ONGOING', 'days_over_threshold': 459}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}, {'rule_id': 'R003', 'rule_name': 'Overdue Ongoing Project', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 30, 'justification': 'Ongoing project older than 365 days. Projects are expected to complete within ~365 days per MPLADS scheme guidelines.', 'evidence': {'project_age_days': 1189, 'recommended_date': '2023-06-01', 'expected_completion_days': 365, 'days_overdue': 824}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,55.0,0.0,15.24326275301569,19.13,6.01,0.0,13.51,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,KERALA,MP ATTINGAL 3,ATTINGAL,ATTING DISTRICT AUTHORITY,,ATTIN BLOCK,VILLAGE 922,Rural,ONGOING,On_Going,2025-10-02,1929022.53,403498.75,575116.52,,LTR/KER/87265/2024,False,True,False,LOK|KERALA|ATTINGAL|MP ATTINGAL 3|2025-10-02|1929023,4800,0.2981388299285442,-70.18611700714558,335,,False,False,2292273.6,2463831.882222222,1261908.1260312605,18,-15.846758868574854,2616637.24,3351155.517359736,5228045.147718425,-26.278564697030767,1638908.1800000002,4,18,[],0.0,0.0,0.0,14.472524489843538,14.46,2.34,0.0,1.68,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,HARYANA,MP HISAR 1,HISAR,HISAR DISTRICT AUTHORITY,,HISAR BLOCK,VILLAGE 44,Rural,ONGOING,On_Going,2025-12-25,2847286.73,513931.53,1157998.02,,LTR/HAR/87377/2024,False,True,False,LOK|HARYANA|HISAR|MP HISAR 1|2025-12-25|2847287,4801,0.4067022853016282,-59.329771469837176,251,,False,False,2185297.515,2807331.5264705885,3172616.822730151,34,30.29286449355615,2258938.6,2696786.108126888,3266749.413671894,26.045335185294537,2553112.665,14,34,"[{'rule_id': 'R007', 'rule_name': 'Unusually High MP Project Count', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 20, 'justification': 'MP has significantly more projects than peers (> mean + 2*std). May indicate fragmentation of large works into smaller ones.', 'evidence': {'mp_name': 'MP HISAR 1', 'mp_project_count': 14, 'all_mps_mean_count': 4.2, 'all_mps_std_count': 2.6, 'threshold': 9.4, 'deviations_above_mean': 3.74}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}, {'rule_id': 'R010', 'rule_name': 'High Constituency Project Concentration', 'detection_type': 'RULE', 'severity': 'LOW', 'score_contribution': 15, 'justification': 'Constituency has 2x+ projects compared to the constituency average. May indicate inequitable distribution or data pattern requiring review.', 'evidence': {'constituency_name': 'HISAR', 'constituency_project_count': 34, 'all_constituencies_mean_count': 11.6, 'ratio_to_mean': 2.92}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,0.0,0.0,14.861877425431713,28.48,3.34,0.0,3.18,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,KARNATAKA,MP MYSORE 1,MYSORE,MYSORE DISTRICT AUTHORITY,MYSOR CITY,,,Urban,ONGOING,On_Going,2026-03-10,2444361.62,378811.24,1668144.21,,LTR/KAR/46720/2024,False,True,False,LOK|KARNATAKA|MYSORE|MP MYSORE 1|2026-03-10|2444362,4802,0.6824457544870141,-31.755424551298596,176,,False,False,4344729.76,4277748.56,906299.2180032339,9,-43.73961661541867,2743644.885,3180741.670120482,4817282.744761165,-10.908236216583097,3396181.475,2,9,[],0.0,0.0,0.0,14.709294959789752,13.69,3.58,0.0,1.73,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,UTTAR PRADESH,MP KUSHINAG 1,KUSHINAGAR,KUSHIN DISTRICT AUTHORITY,,KUSHI BLOCK,VILLAGE 784,Rural,ONGOING,On_Going,2026-05-16,3104811.3,296839.31,869463.77,,LTR/UTT/64269/2024,False,True,False,LOK|UTTAR PRADESH|KUSHINAGAR|MP KUSHINAG 1|2026-05-16|3104811,4803,0.280037556549733,-71.9962443450267,109,,False,False,2010687.0099999998,2130517.84,1558643.866874348,4,54.41544529598369,2476120.885,3046122.1302469135,4188613.2164513455,25.390134173517946,3455112.82,2,4,[],0.0,0.0,0.0,14.94846382063682,22.83,5.01,0.0,2.78,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,MADHYA PRADESH,MP RATLAM 1,RATLAM,RATLAM DISTRICT AUTHORITY,,RATLA BLOCK,VILLAGE 445,Rural,ONGOING,On_Going,2024-06-06,1006928.22,161423.48,535916.48,,LTR/MAD/10766/2024,False,True,False,LOK|MADHYA PRADESH|RATLAM|MP RATLAM 1|2024-06-06|1006928,4804,0.5322290798444401,-46.777092015555986,818,,True,True,1999747.13,2344153.037142857,1353408.438244398,14,-49.64722264659532,2848915.535,3223814.1172865853,4269909.788665431,-64.6557362747506,1359239.12,4,14,"[{'rule_id': 'R002', 'rule_name': 'Very Old Incomplete Project', 'detection_type': 'RULE', 'severity': 'HIGH', 'score_contribution': 55, 'justification': 'Project recommended 730+ days ago and not yet completed. MPLADS guidelines require works to be completed within a reasonable timeframe.', 'evidence': {'project_age_days': 818, 'recommended_date': '2024-06-06', 'work_status': 'ONGOING', 'days_over_threshold': 88}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}, {'rule_id': 'R003', 'rule_name': 'Overdue Ongoing Project', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 30, 'justification': 'Ongoing project older than 365 days. Projects are expected to complete within ~365 days per MPLADS scheme guidelines.', 'evidence': {'project_age_days': 818, 'recommended_date': '2024-06-06', 'expected_completion_days': 365, 'days_overdue': 453}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,55.0,0.0,13.822415881246272,12.18,6.51,0.0,12.87,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,MADHYA PRADESH,MP DHAR 2,DHAR,DHAR DISTRICT AUTHORITY,,DHAR BLOCK,VILLAGE 770,Rural,ONGOING,On_Going,2025-12-27,2795606.0,641082.25,1657449.18,,LTR/MAD/62412/2024,False,True,False,LOK|MADHYA PRADESH|DHAR|MP DHAR 2|2025-12-27|2795606,4805,0.5928765283806087,-40.712347161939135,249,,False,False,2545220.47,2878220.0977777783,1169339.1859690167,9,9.837479029861793,2848915.535,3223814.1172865853,4269909.788665431,-1.8712220262437562,2795606.0,5,9,[],0.0,0.0,0.0,14.84355981451673,6.62,0.78,0.0,0.74,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,KERALA,MP MUVATTUP 1,MUVATTUPUZHA,MUVATT DISTRICT AUTHORITY,MUVAT CITY,,,Urban,ONGOING,On_Going,2026-02-06,1916109.82,319919.8,937358.48,,LTR/KER/37511/2024,False,True,False,LOK|KERALA|MUVATTUPUZHA|MP MUVATTUP 1|2026-02-06|1916110,4806,0.48919872452822144,-51.08012754717785,208,,False,False,2718477.66,2175459.5023076925,1203095.5038375305,13,-29.51533690366983,2616637.24,3351155.517359736,5228045.147718425,-26.772049609750265,1916109.82,7,13,[],0.0,0.0,0.0,14.465808075088752,13.21,3.32,0.0,1.65,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,UTTAR PRADESH,MP FAIZABAD 3,FAIZABAD,FAIZAB DISTRICT AUTHORITY,,FAIZA BLOCK,VILLAGE 650,Rural,ONGOING,On_Going,2025-09-09,1969660.28,167370.91,1139848.04,,LTR/UTT/91313/2024,False,True,False,LOK|UTTAR PRADESH|FAIZABAD|MP FAIZABAD 3|2025-09-09|1969660,4807,0.5787028613888685,-42.129713861113146,358,,False,False,2420539.835,2755490.17,994278.5144220783,6,-18.627231350646205,2476120.885,3046122.1302469135,4188613.2164513455,-20.453791576496467,2791668.2,2,6,[],0.0,0.0,0.0,14.493372146844658,11.73,2.26,0.0,1.4,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,ANDHRA PRADESH,MP KAKINADA 1,KAKINADA,KAKINA DISTRICT AUTHORITY,,KAKIN BLOCK,VILLAGE 92,Rural,SANCTIONED,On_Going,2025-05-20,1785941.56,296413.47,521683.32,,LTR/AND/84242/2024,False,True,False,LOK|ANDHRA PRADESH|KAKINADA|MP KAKINADA 1|2025-05-20|1785942,4808,0.2921054818837409,-70.78945181162591,470,,True,False,1810680.17,2394962.722142857,2024297.9018225216,14,-1.3662606135461168,2474184.48,3145127.080660066,5037652.253546427,-27.816960520259993,1835418.78,7,14,"[{'rule_id': 'R003', 'rule_name': 'Overdue Ongoing Project', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 30, 'justification': 'Ongoing project older than 365 days. Projects are expected to complete within ~365 days per MPLADS scheme guidelines.', 'evidence': {'project_age_days': 470, 'recommended_date': '2025-05-20', 'expected_completion_days': 365, 'days_overdue': 105}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}, {'rule_id': 'R009', 'rule_name': 'Potential Duplicate Work', 'detection_type': 'RULE', 'severity': 'HIGH', 'score_contribution': 50, 'justification': 'Similar project detected in same constituency with close location and amount. NOTE: Similarity based on location+amount only (no work descriptions available). Requires human verification.', 'evidence': {'similar_project_id': 865, 'similarity_score': 1.0, 'match_factors': {'same_state': True, 'same_constituency': True, 'same_mp': True, 'same_ida': True, 'same_location_type': True, 'amount_within_15pct': True, 'dates_within_180_days': False, 'note': 'Similarity based on location+amount only (no work descriptions available in public API)'}, 'note': 'Similarity detection based on location+amount only. Work descriptions not available in public API. Human verification required.'}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,30.0,0.0,14.395456878647197,13.59,1.4,100.0,22.5,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,HARYANA,MP BHIWANI- 1,BHIWANI-MAHENDRAGARH,BHIWAN DISTRICT AUTHORITY,,BHIWA BLOCK,VILLAGE 781,Rural,UNSANCTIONED,Unsanctioned,2026-07-24,1178015.88,68812.6,,,LTR/HAR/85561/2024,False,False,True,LOK|HARYANA|BHIWANI-MAHENDRAGARH|MP BHIWANI- 1|2026-07-24|1178016,4809,0.8584425543474528,,40,,False,False,2332492.41,2361313.277179487,1439096.0590642376,39,-49.495403502727804,2258938.6,2696786.108126888,3266749.413671894,-47.850911928283494,1337470.0,11,39,"[{'rule_id': 'R007', 'rule_name': 'Unusually High MP Project Count', 'detection_type': 'RULE', 'severity': 'MODERATE', 'score_contribution': 20, 'justification': 'MP has significantly more projects than peers (> mean + 2*std). May indicate fragmentation of large works into smaller ones.', 'evidence': {'mp_name': 'MP BHIWANI- 1', 'mp_project_count': 11, 'all_mps_mean_count': 4.2, 'all_mps_std_count': 2.6, 'threshold': 9.4, 'deviations_above_mean': 2.59}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}, {'rule_id': 'R010', 'rule_name': 'High Constituency Project Concentration', 'detection_type': 'RULE', 'severity': 'LOW', 'score_contribution': 15, 'justification': 'Constituency has 2x+ projects compared to the constituency average. May indicate inequitable distribution or data pattern requiring review.', 'evidence': {'constituency_name': 'BHIWANI-MAHENDRAGARH', 'constituency_project_count': 39, 'all_constituencies_mean_count': 11.6, 'ratio_to_mean': 3.35}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",0.0,0.0,0.0,13.97934297246282,30.45,5.71,0.0,3.62,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,TAMIL NADU,MP TIRUNELV 1,TIRUNELVELI,TIRUNE DISTRICT AUTHORITY,TIRUN CITY,,,Urban,UNSANCTIONED,Unsanctioned,2026-07-19,703774.03,203500.78,236275.57,,LTR/TAM/10568/2024,False,False,True,LOK|TAMIL NADU|TIRUNELVELI|MP TIRUNELV 1|2026-07-19|703774,4810,0.335726468906504,-66.42735310934961,45,,False,False,2019630.91,2372861.8954545455,1321455.286096338,11,-65.15333437830975,2863597.58,3269220.8874918567,3850237.578020535,-75.42343117918125,2019630.91,5,11,"[{'rule_id': 'R004', 'rule_name': 'Expenditure Without Sanction', 'detection_type': 'RULE', 'severity': 'HIGH', 'score_contribution': 65, 'justification': ""Expenditure amount recorded for a work that is still 'UNSANCTIONED'. Expenditure should only occur post-sanction."", 'evidence': {'work_status': 'UNSANCTIONED', 'expenditure_amt': 236275.57, 'allocated_amount': 703774.03, 'issue': 'Expenditure recorded for unsanctioned work'}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",65.0,0.0,0.0,13.46421402441102,31.96,8.1,0.0,20.26,LOW,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,PUNJAB,MP LUDHIANA 1,LUDHIANA,LUDHIA DISTRICT AUTHORITY,,LUDHI BLOCK,VILLAGE 601,Rural,UNSANCTIONED,Unsanctioned,2023-06-02,1285496.66,212621.3,219862.96,,LTR/PUN/55121/2024,False,False,True,LOK|PUNJAB|LUDHIANA|MP LUDHIANA 1|2023-06-02|1285497,4811,0.1710334743304584,-82.89665256695416,1188,,True,True,2274545.33,2423882.5989473686,1178261.6124918093,19,-43.48335717714627,2514815.98,3011552.2203773586,3690623.8031883994,-48.883072549904824,2069388.715,8,19,"[{'rule_id': 'R002', 'rule_name': 'Very Old Incomplete Project', 'detection_type': 'RULE', 'severity': 'HIGH', 'score_contribution': 55, 'justification': 'Project recommended 730+ days ago and not yet completed. MPLADS guidelines require works to be completed within a reasonable timeframe.', 'evidence': {'project_age_days': 1188, 'recommended_date': '2023-06-02', 'work_status': 'UNSANCTIONED', 'days_over_threshold': 458}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}, {'rule_id': 'R004', 'rule_name': 'Expenditure Without Sanction', 'detection_type': 'RULE', 'severity': 'HIGH', 'score_contribution': 65, 'justification': ""Expenditure amount recorded for a work that is still 'UNSANCTIONED'. Expenditure should only occur post-sanction."", 'evidence': {'work_status': 'UNSANCTIONED', 'expenditure_amt': 219862.96, 'allocated_amount': 1285496.66, 'issue': 'Expenditure recorded for unsanctioned work'}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",65.0,55.0,0.0,14.06665648538304,28.14,5.34,0.0,30.6,MODERATE,1.0.0,1.0.0,2026-09-02 07:11:14.880440
LOK,WEST BENGAL,MP BOLPUR 1,BOLPUR,BOLPUR DISTRICT AUTHORITY,,BOLPU BLOCK,VILLAGE 460,Rural,UNSANCTIONED,Unsanctioned,2023-06-18,1505709.05,277960.63,234163.47,,LTR/WES/20384/2024,False,False,True,LOK|WEST BENGAL|BOLPUR|MP BOLPUR 1|2023-06-18|1505709,4812,0.15551707682171398,-84.4482923178286,1172,,True,True,2979984.33,9421084.771428572,17768157.282213766,7,-49.47258497832436,2887277.125,3395449.535346821,4850272.067499016,-47.85020679301783,2355142.58,3,7,"[{'rule_id': 'R002', 'rule_name': 'Very Old Incomplete Project', 'detection_type': 'RULE', 'severity': 'HIGH', 'score_contribution': 55, 'justification': 'Project recommended 730+ days ago and not yet completed. MPLADS guidelines require works to be completed within a reasonable timeframe.', 'evidence': {'project_age_days': 1172, 'recommended_date': '2023-06-18', 'work_status': 'UNSANCTIONED', 'days_over_threshold': 442}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}, {'rule_id': 'R004', 'rule_name': 'Expenditure Without Sanction', 'detection_type': 'RULE', 'severity': 'HIGH', 'score_contribution': 65, 'justification': ""Expenditure amount recorded for a work that is still 'UNSANCTIONED'. Expenditure should only occur post-sanction."", 'evidence': {'work_status': 'UNSANCTIONED', 'expenditure_amt': 234163.47, 'allocated_amount': 1505709.05, 'issue': 'Expenditure recorded for unsanctioned work'}, 'disclaimer': 'This flag is a RISK INDICATOR. It highlights patterns that warrant human attention. It does NOT constitute a finding of fraud or misconduct.'}]",65.0,55.0,0.0,14.22477513892524,26.6,5.71,0.0,30.48,MODERATE,1.0.0,1.0.0,2026-09-02 07:11:14.880440
